###############################
BACTERIA
###############################

query_id	kraken_classified	kraken_name	blast_subject_ids	microbial_group
contig_103889	True	C	contig_103889[]	Candidatus Erwinia haradaeae (taxid 1922217)	149	2:32 131567:3 2:47 1922217:6 2:5 0:10 80840:5 0:7	Unknown	96.51	bact
contig_103890	True	C	contig_103890[]	Burkholderia (taxid 32008)	148	2:32 131567:3 2:35 28216:5 2:6 28216:11 80840:8 1224:13 32008:1	Unknown	96.12	bact
contig_103891	True	C	contig_103891[]	Burkholderia (taxid 32008)	149	2:6 0:1 1224:3 2:5 0:1 2:5 0:8 2:2 0:5 2:57 1224:21 32008:1	Unknown	96.6	bact
contig_103892	True	C	contig_103892[]	Burkholderia (taxid 32008)	149	2:4 0:11 2:1 0:8 2:8 131567:3 2:58 1224:21 32008:1	Unknown	96.6	bact
contig_10428	True	C	contig_10428[]	Acinetobacter (taxid 469)	150	469:4 2:28 469:19 2:7 469:7 2:51	Unknown	96.92	bact
contig_10429	True	C	contig_10429[]	Acinetobacter (taxid 469)	150	469:4 2:28 469:19 2:7 469:7 2:4 0:6 2:5 0:1 2:1 0:5 2:3 0:3 2:1 2050966:2 0:3 2:17	Unknown	97.16	bact
contig_104355	True	C	contig_104355[]	Wolbachia endosymbiont of Drosophila aff. chauvacae BK-2020 (taxid 3080329)	150	28216:5 0:5 2:5 3080329:7 2:5 0:4 2:7 131567:3 2:3 131567:5 2:30 131567:32 2:5	Unknown	96.6	bact
contig_104356	True	C	contig_104356[]	Betaproteobacteria (taxid 28216)	150	28216:5 3379134:5 2:28 131567:3 2:3 131567:5 2:30 131567:32 2:5	Unknown	96.53	bact
contig_104391	True	C	contig_104391[]	Streptococcus (taxid 1301)	149	1301:1 186826:7 1301:45 186826:6 2:10 1239:1 131567:19 2:3 131567:1 2:22	Unknown	97.2	bact
contig_104392	True	C	contig_104392[]	Streptococcus (taxid 1301)	149	1301:1 186826:7 1301:45 186826:6 2:10 1239:1 131567:19 2:3 131567:1 2:17 0:1 2:4	Unknown	96.43	bact
contig_104393	True	C	contig_104393[]	Streptococcus (taxid 1301)	149	1301:1 186826:7 1301:45 186826:6 2:10 1239:1 131567:19 2:2 0:10 2:5 0:1 2:3 0:5	Unknown	96.43	bact
contig_104876	True	C	contig_104876[]	Actinomycetes (taxid 1760)	150	2:14 1760:3 2:4 1783272:1 2:28 1760:11 2:1 1760:13 2:1 1760:8 2:31 1760:1	Unknown	97.0	bact
contig_104877	True	C	contig_104877[]	Acidipropionibacterium jensenii (taxid 1749)	150	2:14 1760:3 2:4 1783272:1 2:28 1760:7 2:5 1749:1 0:12 1760:1 0:2 1760:6 2:4 1760:1 2:26 1760:1	Unknown	96.67	bact
contig_107017	True	C	contig_107017[]	Microbacterium (taxid 33882)	149	85006:5 33882:1 1760:16 2:1 1760:5 2:29 1783272:2 1760:3 2:27 1760:5 2:2 1760:1 2:4 1760:10 2:4	Unknown	97.99	bact
contig_107018	True	C	contig_107018[]	Nocardioides baekrokdamisoli (taxid 1804624)	149	85006:5 2:1 1760:14 2:1 1760:1 2:35 1783272:2 1760:3 2:27 1760:5 2:2 1760:1 2:4 1760:6 1804624:8	Unknown	97.99	bact
contig_107019	True	C	contig_107019[]	Micrococcales (taxid 85006)	149	85006:5 2:1 1760:14 2:1 1760:1 2:35 1783272:2 1760:3 2:27 1760:5 2:2 1760:1 2:4 1760:10 2:4	Unknown	98.66	bact
contig_21925	True	C	contig_21925[]	Bacteria (taxid 2)	149	2:115	Unknown	99.17	bact
contig_35823	True	C	contig_35823[]	Salmonella (taxid 590)	150	0:9 590:1 0:11 543:23 2:5 543:12 2:1 543:2 2:5 543:1 2:9 543:37	Unknown	100.0	bact
contig_39938	True	C	contig_39938[]	Escherichia coli (taxid 562)	150	543:50 91347:3 543:32 562:29 543:2	Unknown	98.33	bact
contig_39939	True	C	contig_39939[]	Enterobacteriaceae (taxid 543)	150	543:50 91347:3 543:32 91347:6 0:6 543:3 0:16	Unknown	97.67	bact
contig_39940	True	C	contig_39940[]	Enterobacteriaceae (taxid 543)	150	543:50 91347:3 543:34 91347:4 543:14 91347:2 543:9	Unknown	99.67	bact
contig_39941	True	C	contig_39941[]	Enterobacteriaceae (taxid 543)	150	543:50 91347:3 543:34 91347:4 0:9 543:5 0:11	Unknown	99.0	bact
contig_41460	True	C	contig_41460[]	Enterobacteriaceae (taxid 543)	150	0:5 543:1 0:11 543:47 91347:2 1236:5 543:7 91347:5 543:20 91347:2 543:11	Unknown	96.67	bact
contig_41462	True	C	contig_41462[]	Enterobacteriaceae (taxid 543)	150	543:11 1236:5 543:48 91347:2 1236:5 543:7 91347:5 543:20 91347:2 543:11	Unknown	97.0	bact
contig_44579	True	C	contig_44579[]	Pseudomonas (taxid 286)	150	2:11 286:13 2:3 286:3 2:5 0:11 135621:14 1236:1 1224:2 135621:2 1236:4 135621:7 1236:4 3379134:5 1224:2 2:11 131567:5 2:13	Unknown	99.33	bact
contig_45443	True	C	contig_45443[]	Telluria group (taxid 2895353)	150	0:16 2:2 1883:5 2:62 2895353:1 1224:8 2895353:7 1224:15	Unknown	98.0	bact
contig_45444	True	C	contig_45444[]	Telluria group (taxid 2895353)	150	2:85 2895353:1 1224:8 0:22	Unknown	96.67	bact
contig_58720	True	C	contig_58720[]	Methylobacterium (taxid 407)	148	407:13 28211:6 2:39 131567:3 2:32 131567:21	Unknown	95.45	bact
contig_58721	True	C	contig_58721[]	Methylobacterium (taxid 407)	148	407:13 28211:6 2:39 131567:3 2:32 131567:21	Unknown	95.44	bact
contig_64584	True	C	contig_64584[]	Bacillati (taxid 1783272)	148	1783272:4 2:108 0:2	Unknown	97.8	bact
contig_64585	True	C	contig_64585[]	Bacillati (taxid 1783272)	148	1783272:4 2:86 0:5 2:3 0:9 2:5 0:2	Unknown	97.11	bact
contig_71297	True	C	contig_71297[]	Pseudomonas aeruginosa (taxid 287)	119	0:23 2717:4 2:11 3379134:3 2:5 3379134:6 0:3 287:4 0:14 287:3 0:7 2:2	Unknown	95.71	bact
contig_71299	True	C	contig_71299[]	Cardiobacterium (taxid 2717)	119	0:23 2717:4 2:11 3379134:3 2:5 3379134:6 2:33	Unknown	96.04	bact
contig_7252	True	C	contig_7252[]	Enterobacteriaceae (taxid 543)	150	543:30 91347:4 543:61 91347:2 543:4 91347:2 543:13	Unknown	98.33	bact
contig_74809	True	C	contig_74809[]	Enterobacteriaceae (taxid 543)	149	543:115	Unknown	99.33	bact
contig_77238	True	C	contig_77238[]	Enterobacteriaceae (taxid 543)	149	543:17 2:1 543:53 2:9 543:1 2:5 543:2 2:1 543:12 2:5 543:9	Unknown	100.0	bact
contig_77239	True	C	contig_77239[]	Enterobacteriaceae (taxid 543)	149	543:17 2:1 543:53 2:9 543:1 2:2 0:7 543:5 0:19 543:1	Unknown	99.33	bact
contig_85152	True	C	contig_85152[]	Enterobacteriaceae (taxid 543)	149	543:21 1:94	Unknown	100.0	bact
contig_86460	True	C	contig_86460[]	Streptococcus (taxid 1301)	149	2:45 1300:4 2:2 1301:3 91061:1 1301:10 186826:5 91061:1 186826:7 2:28 131567:1 2:8	Unknown	98.66	bact
contig_89693	True	C	contig_89693[]	Telluria group (taxid 2895353)	150	2:85 2895353:1 1224:8 2895353:7 1224:15	Unknown	98.66	bact
contig_97131	True	C	contig_97131[]	Staphylococcus epidermidis (taxid 1282)	150	2:28 91061:5 2:3 1279:25 2:2 1279:1 2:5 1282:5 2:1 1279:7 1282:2 1279:4 1282:9 2:19	Unknown	97.33	bact
contig_97132	True	C	contig_97132[]	Staphylococcus epidermidis (taxid 1282)	150	2:50 0:9 2:2 0:27 1282:7 0:7 2:4 186817:1 2651284:4 2:5	Unknown	96.67	bact
contig_97133	True	C	contig_97133[]	Staphylococcus epidermidis (taxid 1282)	150	2:63 1279:1 2:5 1282:5 2:1 1279:7 1282:2 1279:4 1282:9 2:19	Unknown	98.0	bact
contig_97134	True	C	contig_97134[]	Staphylococcus epidermidis (taxid 1282)	150	2:43 1279:1 1280:2 2:4 0:9 2:2 0:14 1279:7 1282:2 1279:4 1282:9 2:19	Unknown	97.33	bact

###############################
FUNGI
###############################

query_id	kraken_classified	kraken_name	blast_subject_ids	microbial_group
contig_10014	True	C	contig_10014[]	Gammaproteobacteria (taxid 1236)	64	0:18 2:4 0:6 1236:2	Unknown	93.58	fungi
contig_103992	True	C	contig_103992[]	Staphylococcus aureus (taxid 1280)	149	1280:1 131567:49 2:6 131567:2 2:7 131567:5 1280:23 0:22	Unknown	95.51	fungi
contig_103993	True	C	contig_103993[]	Staphylococcus aureus (taxid 1280)	149	1280:1 131567:49 2:6 131567:2 2:7 131567:5 1280:30 0:15	Unknown	95.55	fungi
contig_103994	True	C	contig_103994[]	Staphylococcus aureus (taxid 1280)	150	1280:1 131567:49 2:6 131567:2 2:7 131567:5 1280:22 0:24	Unknown	95.51	fungi
